companyName;destination;transportType;weightKg;distanceKm;price;deliveryDays;fuelLiters;date
BlueLogistics;Dresden;Truck;6659;863.2;5350.52;4;286.3;28.09.2018
EuroTrans;Zurich;Truck;23741;409.1;10052.77;2;126.5;30.07.2016
CargoOne;Copenhagen;Ship;218708;2272.4;20479.03;7;18975.3;13.01.2020
EuroTrans;Frankfurt;Truck;11496;489.8;3060.01;4;195.5;10.09.2020
CargoOne;Zurich;Truck;2211;1147.6;7329.59;4;404.2;01.10.2017
BlueLogistics;Amsterdam;Truck;9614;987.5;7208.17;3;323.2;08.01.2024
MoveIt;Brussels;Truck;570;257.8;1254.82;3;94.7;16.03.2021
SkyCargo;Berlin;Train;9257;1773.6;12557.32;4;1968.2;10.02.2023
CargoBridge;Brussels;Truck;15247;576.3;7310.55;3;233.1;27.03.2019
HeavyLift;Milan;Truck;1956;430.4;4919.59;2;158.6;15.01.2024
MoveIt;Bratislava;Truck;23705;937.2;9343.36;3;413.6;09.06.2021
GlobalFreight;Milan;Truck;17658;996.0;5694.79;4;392.5;27.04.2022
CargoBridge;Vienna;Truck;2338;830.5;5245.52;3;270.5;27.04.2015
ShipLine;Prague;Truck;14211;338.0;5840.91;2;132.0;17.01.2023
FastMove;Paris;Train;39422;483.6;6936.62;3;775.1;01.07.2025
CargoBridge;Brussels;Plane;4028;3593.7;47297.59;4;26312.7;14.05.2024
CargoBridge;Ljubljana;Truck;9286;250.4;13374.61;1;83.4;13.11.2018
EuroTrans;Berlin;Truck;11886;901.6;5481.44;4;249.5;13.03.2019
SkyCargo;Munich;Train;73813;1420.7;16361.46;5;2043.3;11.08.2021
HeavyLift;Milan;Plane;11902;2612.5;140012.3;2;27858.6;05.02.2018
GlobalFreight;Copenhagen;Train;39628;874.4;9108.18;4;1630.5;25.01.2015
CargoOne;Bratislava;Truck;9983;476.0;4783.38;4;194.9;19.03.2019
ShipLine;Dresden;Truck;355;344.0;2303.75;3;100.3;16.09.2022
GlobalFreight;Berlin;Truck;12362;837.6;10181.48;3;208.6;24.07.2017
RailCargo;Zagreb;Truck;11312;787.9;7076.07;4;292.6;23.08.2015
TransMax;Zurich;Train;4753;1261.3;6145.43;5;1678.7;25.06.2015
NorthWind;Amsterdam;Truck;21795;162.4;5891.7;2;66.1;07.09.2022
QuickCargo;Vienna;Truck;15825;358.4;8132.05;2;102.0;18.01.2023
SkyCargo;Hamburg;Ship;214512;6274.0;32165.48;18;66126.7;25.12.2018
NorthWind;Berlin;Truck;17124;1067.2;5651.27;5;287.8;07.10.2022
GlobalFreight;Milan;Ship;47441;5676.9;46754.31;20;33845.2;29.12.2025
CargoOne;Amsterdam;Truck;12764;908.2;8451.58;3;324.8;08.07.2018
FastMove;Brussels;Truck;7228;1092.5;11092.02;3;310.5;04.12.2017
CargoBridge;Milan;Plane;6134;3309.2;98027.93;3;28613.0;18.08.2016
NorthWind;Brussels;Plane;12129;2980.8;107551.52;3;31368.5;02.07.2021
ShipLine;Dresden;Truck;16678;604.0;6804.8;3;262.1;07.10.2019
CargoBridge;Amsterdam;Truck;20594;236.3;19545.21;1;93.6;20.01.2017
EuroTrans;Milan;Ship;226226;6068.8;49941.61;15;40494.8;27.02.2018
RailCargo;Prague;Truck;3586;499.0;5070.15;3;113.9;25.09.2017
ShipLine;Prague;Ship;186350;3412.3;20105.32;11;24545.8;28.02.2017
CargoOne;Brussels;Truck;6802;529.8;4555.93;3;151.6;15.03.2023
HeavyLift;Munich;Ship;39017;4550.0;15371.74;11;23559.8;25.05.2015
BlueLogistics;Munich;Truck;4226;71.2;3632.81;1;22.0;16.10.2022
RailCargo;Hamburg;Train;30550;947.2;5737.08;5;1769.5;29.09.2022
TransMax;Budapest;Truck;17746;329.3;19874.66;1;135.3;27.01.2023
RoadRunner;Paris;Train;18684;2465.4;8445.11;7;3703.8;15.06.2022
MoveIt;Vienna;Train;21940;415.9;6763.72;3;433.8;29.01.2024
BlueLogistics;Copenhagen;Truck;12904;502.2;4560.4;3;206.9;29.10.2015
NorthWind;Amsterdam;Truck;10744;1144.4;4598.49;4;327.5;02.09.2022
ShipLine;Berlin;Train;79302;1736.0;22678.77;4;4145.5;14.06.2017
GlobalFreight;Hamburg;Train;26828;447.6;12105.3;2;560.5;10.01.2020
QuickCargo;Paris;Truck;19122;1005.0;9584.08;4;273.6;19.10.2017
CargoOne;Milan;Truck;2068;573.0;4910.6;3;125.5;12.09.2018
EuroTrans;Zurich;Ship;289064;5282.6;29235.6;17;46981.5;21.09.2025
SkyCargo;Amsterdam;Train;1021;2268.8;6183.12;7;1999.9;15.12.2019
ShipLine;Brussels;Truck;13155;152.6;3171.36;3;48.4;19.11.2018
EuroTrans;Frankfurt;Plane;2213;1415.9;52192.53;2;15475.4;08.05.2022
GlobalFreight;Bratislava;Train;3606;1496.2;7588.89;6;2669.3;15.12.2017
RoadRunner;Zurich;Truck;8439;1030.3;6564.3;4;294.4;04.08.2019
MoveIt;Copenhagen;Truck;17821;1063.6;7312.09;4;359.6;06.04.2023
CargoBridge;Berlin;Train;12349;1540.0;11383.17;5;2289.9;12.10.2020
BlueLogistics;Budapest;Plane;10688;3603.8;67427.22;4;42940.0;18.08.2021
TransMax;Hamburg;Truck;3884;67.6;1538.94;2;17.9;28.08.2019
RailCargo;Warsaw;Train;30612;952.5;7977.7;4;1652.6;01.07.2025
ShipLine;Budapest;Truck;7373;210.8;2896.45;3;74.4;31.07.2025
FastMove;Munich;Truck;20294;1099.9;7344.3;4;463.1;02.11.2016
CargoOne;Hamburg;Train;33296;714.2;7197.21;4;1454.6;04.01.2015
ShipLine;Warsaw;Train;46048;1802.0;12538.83;5;3608.5;31.08.2024
MoveIt;Hamburg;Train;4952;1325.0;9377.91;4;1627.4;07.11.2015
RailCargo;Bratislava;Train;45289;213.0;11557.19;2;333.4;15.05.2023
BlueLogistics;Berlin;Ship;268514;4525.9;38156.62;14;29111.5;23.01.2016
EuroTrans;Munich;Truck;4237;1064.5;9729.71;3;416.6;12.09.2022
CargoOne;Paris;Train;12378;903.5;7497.9;5;1155.5;27.03.2020
TransMax;Prague;Truck;19052;130.9;6863.63;2;57.3;27.10.2020
SkyCargo;Paris;Truck;23285;557.2;10644.06;2;185.7;05.07.2019
TransMax;Amsterdam;Ship;22004;5380.8;22409.41;17;26246.5;26.07.2018
RoadRunner;Copenhagen;Truck;4750;652.2;6643.63;2;253.4;28.05.2022
SkyCargo;Bratislava;Train;47484;1832.4;15081.82;6;2308.3;21.06.2015
BlueLogistics;Milan;Train;2387;2177.6;10910.12;6;2142.7;13.01.2017
GlobalFreight;Ljubljana;Train;77783;1898.2;20448.95;4;3922.8;03.04.2021
SkyCargo;Ljubljana;Train;51511;2470.7;14631.96;7;3020.7;08.06.2024
QuickCargo;Frankfurt;Train;9810;936.4;7060.63;5;1549.4;20.05.2017
RoadRunner;Zagreb;Train;38087;1427.6;10910.42;4;2548.8;22.09.2020
BlueLogistics;Brussels;Truck;18677;844.2;8808.8;4;317.7;30.11.2022
CargoOne;Munich;Truck;16755;489.2;9848.46;2;125.6;09.04.2021
FastMove;Dresden;Truck;3505;305.8;7395.42;1;90.6;19.04.2024
ShipLine;Copenhagen;Ship;76615;4351.7;32790.55;19;36813.5;21.10.2021
EuroTrans;Berlin;Ship;86833;1225.3;9357.81;10;11963.5;10.01.2018
CargoOne;Milan;Train;24840;1930.5;11171.12;4;3517.9;29.11.2019
ShipLine;Frankfurt;Truck;21133;733.8;15266.66;2;298.8;29.03.2019
GlobalFreight;Paris;Ship;104270;4150.4;32448.21;18;23796.4;25.11.2017
QuickCargo;Milan;Truck;10416;906.9;6337.09;3;271.0;15.05.2018
TransMax;Zurich;Train;68422;2383.0;14545.04;6;5472.0;05.05.2022
MoveIt;Berlin;Train;48380;2077.7;6899.0;7;3999.0;02.04.2023
RailCargo;Zagreb;Ship;289922;6468.9;39677.59;22;41055.7;19.09.2019
ShipLine;Berlin;Train;54725;338.7;9936.41;4;696.7;08.02.2021
BlueLogistics;Frankfurt;Train;76900;2482.7;19869.52;5;4495.3;09.06.2020
GlobalFreight;Frankfurt;Plane;10269;783.9;62339.1;1;9083.8;14.09.2017
MoveIt;Hamburg;Ship;133036;4962.2;26251.24;14;50414.8;07.08.2018
ShipLine;Berlin;Truck;11100;414.3;6048.09;3;161.8;07.07.2019
BlueLogistics;Dresden;Train;27045;2094.9;15980.8;6;4115.1;08.03.2025
EuroTrans;Ljubljana;Truck;17264;176.6;5267.24;3;57.9;25.09.2020
CargoBridge;Copenhagen;Train;33390;1264.2;10735.98;4;2242.4;02.06.2017
NorthWind;Zagreb;Truck;11339;837.2;5898.95;4;241.1;04.10.2024
QuickCargo;Munich;Truck;6250;160.4;2164.78;3;58.4;02.09.2025
HeavyLift;Vienna;Ship;97117;5931.6;25099.02;21;48528.5;04.01.2015
MoveIt;Copenhagen;Truck;19047;326.8;9039.27;2;129.2;31.10.2018
GlobalFreight;Bratislava;Truck;5430;670.0;7227.78;3;254.4;17.12.2015
HeavyLift;Prague;Truck;13233;317.1;7944.8;2;89.0;01.11.2019
ShipLine;Hamburg;Truck;20116;398.2;22198.21;1;176.9;01.09.2025
RailCargo;Milan;Truck;16556;540.6;4845.7;3;180.4;28.09.2023
QuickCargo;Milan;Truck;17741;530.5;7832.51;3;188.7;11.05.2017
HeavyLift;Ljubljana;Truck;17215;838.0;4519.16;4;358.0;27.11.2016
MoveIt;Milan;Train;78879;607.3;14382.57;4;1233.7;14.06.2022
BlueLogistics;Copenhagen;Truck;8048;506.1;6092.16;2;165.3;07.10.2016
QuickCargo;Copenhagen;Plane;12627;1337.4;143537.36;1;17782.6;29.10.2021
CargoOne;Frankfurt;Ship;266939;2844.7;18950.65;10;17505.7;08.09.2017
HeavyLift;Amsterdam;Ship;124924;5694.6;45770.71;21;26284.1;15.08.2019
BlueLogistics;Copenhagen;Truck;4758;1182.4;5473.9;4;332.5;31.05.2023
CargoOne;Dresden;Train;50092;1243.5;17906.64;3;2575.0;02.03.2016
NorthWind;Prague;Train;10959;1412.2;17954.29;3;2278.3;19.04.2023
NorthWind;Berlin;Truck;250;497.9;5591.8;2;153.0;13.11.2021
NorthWind;Paris;Truck;20505;1003.7;10927.13;3;418.0;09.02.2025
HeavyLift;Bratislava;Truck;12792;77.5;5719.62;2;26.4;18.10.2024
CargoBridge;Amsterdam;Ship;44926;1862.0;8610.58;10;7047.9;18.09.2016
CargoBridge;Hamburg;Ship;186689;4920.1;39761.32;14;31451.0;22.12.2023
FastMove;Prague;Train;68108;1938.7;14675.61;5;2868.8;18.11.2018
NorthWind;Prague;Ship;54432;3922.8;31628.49;12;21901.9;15.09.2023
FastMove;Zagreb;Ship;171088;2634.0;13371.14;11;24033.0;20.12.2023
MoveIt;Dresden;Train;76389;873.2;19371.36;3;1203.9;13.07.2022
CargoBridge;Dresden;Truck;5980;954.1;9878.7;3;310.6;29.03.2016
MoveIt;Ljubljana;Ship;68018;4742.3;29645.77;20;21946.0;27.10.2025
CargoOne;Paris;Ship;124523;4236.0;32076.7;19;21436.1;06.08.2017
CargoBridge;Zurich;Truck;22594;334.1;5677.06;3;114.0;23.10.2017
RoadRunner;Copenhagen;Ship;130676;6476.0;30042.0;19;47545.0;26.03.2025
CargoBridge;Amsterdam;Truck;8467;501.9;7147.23;2;167.3;21.04.2021
TransMax;Milan;Train;29960;244.1;5573.08;4;377.7;23.03.2018
SkyCargo;Brussels;Train;77935;2107.8;16274.96;6;4004.5;23.08.2015
TransMax;Bratislava;Plane;8139;3311.4;49499.22;3;27906.0;31.03.2021
EuroTrans;Hamburg;Truck;1994;246.0;1725.9;3;72.2;30.09.2022
BlueLogistics;Warsaw;Train;63994;1284.8;6038.44;6;2741.8;15.11.2017
GlobalFreight;Copenhagen;Train;36812;2246.2;10477.08;7;3607.5;17.06.2023
BlueLogistics;Zagreb;Truck;12448;369.9;6175.11;2;152.3;31.03.2019
QuickCargo;Berlin;Ship;251396;6928.6;46738.93;17;44355.8;01.03.2017
RailCargo;Frankfurt;Train;20665;1352.5;14053.52;4;2451.5;26.07.2021
NorthWind;Zurich;Truck;8145;298.3;2606.95;3;74.0;06.09.2023
QuickCargo;Paris;Truck;4388;557.3;5028.59;3;162.8;28.06.2025
CargoOne;Hamburg;Train;26229;426.9;5769.17;3;648.9;09.05.2024
NorthWind;Dresden;Truck;16023;439.0;10720.28;2;132.4;11.10.2020
BlueLogistics;Amsterdam;Truck;11777;1149.8;12059.2;3;351.0;15.06.2019
CargoOne;Frankfurt;Train;25168;2457.9;20312.92;5;4410.8;03.04.2018
QuickCargo;Prague;Truck;19789;342.1;8027.64;2;135.3;27.02.2023
ShipLine;Hamburg;Train;61214;1704.7;19256.37;4;3443.4;05.09.2019
ShipLine;Dresden;Truck;12808;406.5;3716.18;4;123.3;01.11.2021
RailCargo;Warsaw;Ship;110156;1025.5;6616.85;12;5749.4;22.01.2025
RailCargo;Dresden;Plane;1602;4511.2;112818.8;4;39905.3;24.03.2016
QuickCargo;Zagreb;Plane;10258;2225.7;37723.92;3;28045.1;24.03.2025
EuroTrans;Warsaw;Ship;270420;4420.6;23309.06;14;37255.7;08.09.2025
CargoBridge;Warsaw;Truck;5982;632.2;8780.7;2;167.2;16.12.2017
SkyCargo;Paris;Truck;23442;689.3;6208.76;3;307.5;04.09.2018
TransMax;Zagreb;Train;9239;1463.2;11008.18;5;1482.0;11.11.2016
MoveIt;Zagreb;Ship;284984;5291.3;28015.55;16;59900.8;22.07.2022
RoadRunner;Vienna;Train;69945;1130.0;22220.34;3;2309.3;24.09.2023
GlobalFreight;Milan;Truck;2072;870.3;4466.67;4;223.6;22.05.2016
SkyCargo;Paris;Truck;16238;514.1;9897.6;2;206.7;12.11.2017
HeavyLift;Dresden;Train;36018;2149.0;8962.3;6;2304.6;29.05.2015
TransMax;Ljubljana;Truck;7863;101.9;1805.92;3;41.3;12.11.2025
TransMax;Berlin;Truck;15984;1190.6;11621.27;3;389.7;20.04.2021
SkyCargo;Paris;Train;59934;902.7;8749.74;5;1798.3;11.06.2020
RoadRunner;Budapest;Ship;256889;3498.8;26550.86;15;36540.0;10.08.2018
HeavyLift;Ljubljana;Train;60982;1042.3;14709.89;5;2042.5;23.09.2017
NorthWind;Zagreb;Plane;13774;5506.4;100134.72;5;44872.4;23.12.2018
NorthWind;Berlin;Ship;264818;5791.1;28857.11;17;52106.3;12.08.2023
NorthWind;Warsaw;Truck;23008;1117.6;13725.6;3;321.6;12.09.2025
TransMax;Berlin;Truck;3313;189.1;2692.29;2;53.4;21.05.2020
TransMax;Prague;Truck;14726;1189.2;8202.17;4;447.5;28.10.2019
BlueLogistics;Paris;Truck;9737;1054.3;7263.0;3;377.2;13.04.2025
CargoOne;Zurich;Truck;3349;679.9;4824.18;3;231.6;11.09.2024
EuroTrans;Ljubljana;Truck;10273;899.0;9391.46;3;222.2;11.06.2021
FastMove;Paris;Train;36244;2489.9;11803.69;7;2982.8;22.04.2019
TransMax;Ljubljana;Plane;10724;3318.1;154979.3;2;26077.0;08.03.2025
FastMove;Paris;Train;4801;1816.8;11664.09;6;1854.6;01.05.2015
QuickCargo;Zagreb;Truck;5120;1044.9;5912.4;5;353.2;22.04.2019
ShipLine;Brussels;Truck;21545;421.4;19104.15;1;132.3;13.01.2022
NorthWind;Warsaw;Train;74581;1147.3;25930.85;3;1943.9;12.08.2020
QuickCargo;Brussels;Plane;10924;3065.0;80355.77;2;31675.8;28.10.2020
CargoOne;Paris;Truck;7376;264.8;5925.41;2;97.9;27.03.2025
NorthWind;Dresden;Truck;12249;460.4;6455.93;2;120.0;30.03.2023
GlobalFreight;Milan;Plane;2583;546.2;24965.69;2;4347.1;22.12.2024
TransMax;Bratislava;Truck;6307;195.7;4383.28;2;67.0;01.11.2022
SkyCargo;Brussels;Train;42176;2345.4;16274.13;6;4017.7;31.10.2019
CargoOne;Berlin;Truck;21857;265.1;10105.03;2;89.8;02.08.2021
MoveIt;Ljubljana;Train;77181;1035.4;15156.15;3;2336.2;02.10.2015
MoveIt;Munich;Truck;8280;277.6;3836.91;3;79.9;01.01.2022
ShipLine;Brussels;Train;35737;457.6;7156.38;3;529.5;03.08.2018
EuroTrans;Brussels;Ship;78996;2587.5;14020.86;8;20288.2;16.01.2020
CargoOne;Frankfurt;Truck;3563;1188.0;4954.61;4;399.5;24.10.2015
RoadRunner;Dresden;Train;73317;300.2;10488.24;3;695.7;14.11.2023
HeavyLift;Dresden;Train;16148;2309.8;10179.54;7;4193.1;20.05.2025
RoadRunner;Amsterdam;Truck;643;66.3;1899.5;1;19.9;12.09.2018
MoveIt;Frankfurt;Truck;576;188.8;5079.42;1;47.7;17.05.2015
SkyCargo;Warsaw;Train;44946;2254.3;14489.02;5;4702.4;23.10.2020
QuickCargo;Brussels;Ship;24942;5057.4;35840.21;17;45607.6;03.02.2016
RailCargo;Brussels;Train;18469;1161.4;8912.74;6;1177.2;26.02.2025
RailCargo;Ljubljana;Ship;80595;6385.6;43605.23;18;30013.2;07.05.2021
SkyCargo;Hamburg;Truck;15026;232.5;4510.57;3;69.3;30.05.2024
HeavyLift;Paris;Train;51459;2148.6;11812.2;4;3791.6;13.02.2023
MoveIt;Bratislava;Train;46893;1049.7;8797.69;4;2155.2;22.12.2018
ShipLine;Frankfurt;Train;37909;685.5;7120.98;5;1170.8;25.05.2025
SkyCargo;Copenhagen;Truck;8919;165.5;4160.92;2;53.8;14.06.2025
RoadRunner;Paris;Truck;4214;1070.8;6654.87;5;233.6;07.01.2025
QuickCargo;Dresden;Plane;1560;2620.5;98121.19;3;21227.5;17.05.2021
GlobalFreight;Milan;Truck;13054;418.7;9584.23;2;158.2;30.03.2017
RoadRunner;Amsterdam;Truck;17026;1159.0;12254.2;3;354.2;30.07.2016
NorthWind;Zagreb;Train;72029;1011.6;8874.37;5;1482.2;19.04.2019
GlobalFreight;Copenhagen;Train;78868;608.9;16925.52;3;933.8;22.07.2016
BlueLogistics;Brussels;Train;23308;390.7;5776.35;3;471.0;15.11.2021
QuickCargo;Milan;Plane;7725;3991.3;103425.77;4;47010.9;24.02.2025
TransMax;Budapest;Ship;243210;927.8;6287.64;9;8813.9;28.04.2018
GlobalFreight;Prague;Truck;18773;494.6;12050.43;2;170.4;10.02.2018
FastMove;Zurich;Train;4517;1629.0;6228.29;6;1661.8;10.04.2024
SkyCargo;Brussels;Ship;250712;6188.6;51738.01;21;57739.7;15.06.2020
QuickCargo;Bratislava;Truck;4498;792.8;3404.98;4;272.1;09.09.2015
HeavyLift;Prague;Train;32861;1371.4;6628.5;5;2595.6;14.12.2015
NorthWind;Dresden;Truck;20394;868.3;7174.52;4;333.4;16.06.2025
HeavyLift;Budapest;Truck;7454;293.5;2811.29;3;72.8;28.07.2023
ShipLine;Zagreb;Truck;14998;258.7;5247.03;2;85.4;12.03.2016
NorthWind;Frankfurt;Train;12720;991.8;10876.76;3;1806.0;23.05.2015
BlueLogistics;Copenhagen;Truck;13033;314.8;4613.51;3;106.9;04.05.2018
EuroTrans;Prague;Ship;154611;6529.9;45671.85;18;64955.5;28.08.2023
SkyCargo;Amsterdam;Truck;19516;628.4;5979.85;3;251.7;13.11.2022
QuickCargo;Amsterdam;Train;45108;608.6;11876.27;3;1085.5;21.06.2025
GlobalFreight;Zurich;Truck;23403;1030.0;8215.39;4;406.0;15.05.2023
ShipLine;Ljubljana;Train;68633;2024.1;12503.8;7;3813.9;24.08.2019
QuickCargo;Vienna;Ship;175691;7062.0;50598.45;20;45905.6;27.07.2021
EuroTrans;Vienna;Truck;14409;694.3;10496.25;2;291.3;24.12.2015
RoadRunner;Bratislava;Truck;18758;618.5;7870.7;3;207.0;17.07.2021
RailCargo;Milan;Truck;20440;1153.9;7572.21;5;450.4;19.03.2021
NorthWind;Budapest;Ship;15656;6518.9;24103.56;14;48664.6;04.02.2016
QuickCargo;Bratislava;Truck;21932;989.5;5670.06;4;280.5;23.06.2020
GlobalFreight;Paris;Truck;1450;1047.1;3789.74;4;289.4;10.07.2022
TransMax;Prague;Train;35256;218.2;8488.32;3;309.3;22.01.2018
EuroTrans;Munich;Truck;21057;824.4;11817.08;3;367.6;01.10.2019
GlobalFreight;Budapest;Train;26501;2077.1;8504.17;7;4047.5;29.07.2021
ShipLine;Budapest;Train;28961;347.1;4807.89;4;441.9;08.08.2017
RailCargo;Ljubljana;Truck;15911;564.6;8678.85;3;164.5;16.06.2016
RailCargo;Paris;Train;6803;1308.8;11066.49;3;1204.9;28.11.2019
RoadRunner;Vienna;Truck;15692;590.9;12290.52;2;244.3;03.05.2015
TransMax;Brussels;Truck;18938;809.4;5694.75;4;283.1;13.12.2024
QuickCargo;Brussels;Train;36276;1344.3;16791.34;4;2508.1;25.02.2020
FastMove;Munich;Truck;12831;314.8;7606.04;2;113.6;26.07.2015
BlueLogistics;Budapest;Truck;18820;276.8;7877.54;2;79.9;28.02.2023
QuickCargo;Copenhagen;Truck;394;418.2;1927.12;3;126.4;06.08.2020
EuroTrans;Frankfurt;Train;39498;1700.7;9323.59;6;3294.9;27.05.2023
NorthWind;Vienna;Truck;8579;485.7;5332.36;3;166.9;08.07.2022
CargoBridge;Amsterdam;Truck;5818;709.1;4026.72;4;272.6;13.11.2017
BlueLogistics;Berlin;Train;79818;346.4;8378.09;4;620.7;09.03.2015
CargoOne;Copenhagen;Truck;3920;216.9;2314.88;3;48.3;20.08.2015
ShipLine;Frankfurt;Truck;23390;902.1;8214.46;4;259.8;18.03.2016
FastMove;Hamburg;Train;26112;1037.1;7845.75;5;1746.1;10.07.2022
NorthWind;Amsterdam;Train;21483;1039.2;7756.17;4;1652.0;22.07.2018
RoadRunner;Dresden;Truck;22888;579.9;12751.37;2;197.9;22.08.2023
CargoOne;Zagreb;Truck;19311;259.5;7032.26;3;86.5;26.08.2018
HeavyLift;Dresden;Truck;15721;995.4;9250.68;3;368.9;19.10.2022
MoveIt;Warsaw;Truck;16739;198.0;4360.15;2;67.4;21.09.2015
BlueLogistics;Brussels;Ship;155537;6879.0;25699.34;15;51961.9;24.10.2021
FastMove;Frankfurt;Truck;21222;855.4;8701.24;3;342.8;15.12.2015
ShipLine;Brussels;Train;44539;2286.5;10392.68;6;2950.9;25.11.2024
EuroTrans;Dresden;Truck;896;613.8;2476.02;4;223.8;11.09.2016
TransMax;Budapest;Train;23743;2200.5;10078.9;6;2642.5;02.02.2021
MoveIt;Ljubljana;Train;49594;1345.1;13449.85;5;1837.2;07.08.2019
HeavyLift;Zagreb;Plane;10902;2758.0;90056.23;2;32037.6;14.01.2019
GlobalFreight;Berlin;Truck;17086;223.5;6229.61;2;87.9;05.03.2021
GlobalFreight;Berlin;Train;71258;313.0;15135.98;3;543.9;07.12.2018
TransMax;Prague;Train;15063;978.4;4580.25;4;1206.4;21.02.2025
NorthWind;Dresden;Ship;260056;6730.6;35439.28;20;70152.1;22.11.2015
RoadRunner;Hamburg;Truck;23966;983.0;6733.18;4;350.6;09.02.2022
HeavyLift;Copenhagen;Ship;119954;2544.1;17139.51;9;23158.9;31.07.2019
BlueLogistics;Hamburg;Plane;14120;3674.4;146017.37;3;45691.8;03.01.2025
EuroTrans;Frankfurt;Truck;11352;1113.6;8386.57;3;308.7;01.03.2022
ShipLine;Amsterdam;Truck;10638;410.2;2964.98;4;105.1;07.02.2022
CargoOne;Bratislava;Truck;915;914.3;5209.44;4;327.9;03.09.2021
FastMove;Bratislava;Truck;14824;725.6;7302.1;3;307.7;04.06.2023
QuickCargo;Paris;Train;12707;1594.9;13225.31;5;1903.3;21.11.2019
GlobalFreight;Hamburg;Train;69595;1684.8;17752.25;4;2986.1;29.08.2022
NorthWind;Milan;Plane;7436;5296.5;122429.0;4;35931.9;03.10.2025
HeavyLift;Bratislava;Plane;6414;4475.3;162724.34;3;39835.5;20.10.2018
ShipLine;Bratislava;Truck;7816;605.9;4349.66;3;154.2;11.10.2020
ShipLine;Ljubljana;Truck;2432;1087.8;3177.67;5;406.0;24.04.2021
MoveIt;Frankfurt;Truck;19469;479.3;5157.96;4;173.4;06.02.2017
MoveIt;Berlin;Train;8329;265.5;4935.35;2;232.2;30.11.2019
BlueLogistics;Copenhagen;Truck;1112;469.0;5210.75;2;143.4;19.05.2025
EuroTrans;Zurich;Truck;15429;1038.7;9789.83;3;286.4;27.11.2024
CargoBridge;Berlin;Ship;181283;6293.6;50366.85;16;44332.0;18.02.2019
RoadRunner;Zagreb;Truck;19229;1092.9;8418.29;4;292.6;25.08.2020
EuroTrans;Warsaw;Train;69358;2307.3;16735.83;6;4173.9;27.08.2020
NorthWind;Dresden;Truck;15650;856.8;6005.58;5;287.8;05.08.2021
CargoBridge;Zagreb;Truck;16940;718.2;6776.22;4;296.4;20.05.2021
ShipLine;Zagreb;Train;44406;949.6;10334.29;5;1827.0;12.04.2018
HeavyLift;Milan;Train;18915;1220.5;9555.69;5;1341.3;20.11.2025
TransMax;Prague;Train;58360;239.6;6860.74;3;466.8;27.12.2018
EuroTrans;Ljubljana;Train;51069;995.0;10986.4;3;1508.0;09.12.2018
RailCargo;Zagreb;Truck;10518;577.6;10539.84;2;193.1;04.11.2023
ShipLine;Munich;Truck;18190;783.1;16236.02;2;328.0;29.02.2020
NorthWind;Berlin;Plane;5003;4191.9;92673.29;3;33419.4;05.03.2021
TransMax;Prague;Truck;11149;902.9;5470.48;4;291.7;11.12.2021
GlobalFreight;Berlin;Ship;17601;6133.5;44922.75;16;48829.0;29.08.2019
ShipLine;Munich;Truck;3548;197.8;3294.58;2;61.4;14.04.2024
CargoBridge;Munich;Truck;10981;1136.0;12002.86;3;385.2;02.04.2016
HeavyLift;Munich;Truck;3439;306.1;5125.62;2;64.9;08.05.2021
CargoOne;Frankfurt;Truck;13419;298.1;8281.47;2;109.6;08.10.2019
TransMax;Frankfurt;Plane;2672;2828.6;96192.06;2;22965.2;23.06.2025
RailCargo;Zagreb;Truck;11515;1195.0;6933.18;4;381.4;13.11.2023
GlobalFreight;Zurich;Truck;20982;53.5;4722.27;2;18.7;16.12.2025
CargoOne;Zurich;Truck;17521;427.4;4900.24;3;167.2;23.01.2021
CargoBridge;Paris;Ship;84297;4605.9;22294.26;13;31087.8;19.04.2020
NorthWind;Budapest;Truck;9491;74.5;1985.75;3;17.5;07.11.2023
ShipLine;Zurich;Train;50173;469.0;17004.17;2;866.4;14.04.2016
FastMove;Paris;Train;57742;1648.3;10658.25;4;3100.4;10.06.2022
NorthWind;Milan;Truck;10269;97.6;4334.29;2;28.1;18.07.2016
EuroTrans;Zagreb;Truck;18750;1055.3;8111.01;4;284.1;09.11.2023
HeavyLift;Amsterdam;Truck;22856;796.5;5942.45;4;313.1;08.08.2022
BlueLogistics;Copenhagen;Truck;9647;300.2;4828.72;2;116.7;19.09.2020
CargoBridge;Warsaw;Truck;7289;652.6;9585.42;2;154.0;18.03.2022
NorthWind;Munich;Truck;20122;793.9;5864.39;4;313.5;24.10.2021
CargoOne;Berlin;Train;28250;797.7;7719.2;4;1563.5;28.11.2025
MoveIt;Dresden;Ship;223690;4714.9;25859.22;15;29379.5;16.09.2022
RoadRunner;Copenhagen;Truck;18551;553.2;6290.99;3;239.0;26.02.2015
RoadRunner;Frankfurt;Plane;6676;5381.5;54367.02;5;66016.7;30.07.2017
MoveIt;Dresden;Truck;22311;743.1;10393.47;2;216.7;26.08.2018
HeavyLift;Brussels;Truck;14441;226.5;5763.83;2;62.5;05.06.2016
ShipLine;Copenhagen;Train;23072;1240.6;10845.66;5;1407.9;23.12.2018
CargoBridge;Zagreb;Ship;167046;5399.9;36026.48;16;37008.9;06.04.2022
SkyCargo;Ljubljana;Truck;21415;1089.3;11460.38;3;444.3;04.10.2019
CargoOne;Bratislava;Truck;2752;1128.5;6365.66;3;420.5;06.09.2019
